that	O	3	2	3	1
,	O	1	3	1	3
on	O	2	2	2	2
dying	O	3	3	2	1
,	O	1	1	1	1
he	O	2	2	2	2
left	O	3	3	3	3
the	O	2	2	2	2
place	O	2	2	2	2
to	O	2	2	2	2
her	O	3	2	2	2
for	O	2	2	2	2
her	O	2	2	1	2
lifetime	O	3	3	3	1
,	O	3	1	3	1
as	O	1	1	1	3
well	O	3	3	3	1
as	O	1	1	1	3
the	O	2	2	2	2
larger	O	3	3	3	1
part	O	2	2	2	2
of	O	2	2	1	2
his	O	2	2	2	2
income	O	2	2	2	1
;	O	1	1	1	1
an	O	2	2	2	3
arrangement	O	3	3	3	1
that	O	2	2	2	2
was	O	2	2	2	2
distinctly	O	3	3	3	1
unfair	O	3	3	3	1
to	O	1	1	1	3
his	O	2	1	2	3
two	O	3	3	3	1
sons	O	1	1	1	3
.	O	1	3	1	3

''	O	1	1	1	1
``	O	3	1	3	1
Their	O	3	3	3	2
step-mother	O	3	3	3	1
,	O	1	1	1	1
however	O	3	3	3	1
,	O	1	3	1	3
had	O	2	2	2	2
always	O	3	2	3	1
been	O	1	1	2	3
most	O	2	2	2	2
generous	O	2	3	3	1
to	O	1	1	1	3
them	O	3	3	2	2
;	O	1	1	1	1
indeed	O	3	3	3	1
,	O	3	1	3	1
they	O	1	1	1	3
were	O	3	2	3	1
so	O	2	1	2	2
young	O	2	2	3	1
at	O	1	1	1	3
the	O	1	1	1	2
time	O	2	3	2	2
of	O	1	1	1	2
their	O	2	2	2	1
father	O	2	2	2	1
's	O	1	1	1	1
remarriage	O	3	3	3	1
that	O	2	1	2	2
they	O	2	1	2	2
always	O	2	2	3	1
thought	O	2	2	2	1
of	O	1	1	1	3
her	O	2	2	2	2
as	O	1	1	1	3
their	O	2	2	2	1
own	O	1	1	1	2
mother	O	3	3	2	2
.	O	1	3	1	3

''	O	1	1	1	1
Lawrence	PERSON	3	3	2	1
,	O	3	1	3	1
the	O	1	1	2	2
younger	O	2	2	2	2
,	O	1	1	1	1
had	O	2	2	2	2
been	O	2	2	2	3
a	O	2	1	2	2
delicate	O	3	3	2	1
youth	O	2	2	2	2
.	O	1	3	1	3

``	O	1	1	1	1
He	O	2	2	3	1
had	O	3	2	2	2
qualified	O	3	3	3	1
as	O	2	2	2	3
a	O	1	1	1	3
doctor	O	2	2	2	2
but	O	1	1	1	3
early	O	3	3	3	2
relinquished	O	3	3	3	1
the	O	2	2	1	3
profession	O	3	3	3	1
of	O	1	1	1	3
medicine	O	3	3	3	2
,	O	3	1	3	1
and	O	2	2	2	3
lived	O	3	3	3	2
at	O	2	2	2	2
home	O	1	1	1	2
while	O	3	3	3	1
pursuing	O	3	3	3	1
literary	O	3	3	3	1
ambitions	O	3	3	3	1
;	O	1	1	1	1
though	O	3	3	3	1
his	O	2	2	2	2
verses	O	3	3	3	1
never	O	3	2	3	1
had	O	1	1	1	2
any	O	2	2	2	3
marked	O	3	3	3	1
success	O	3	3	3	1
.	O	1	3	1	3

''	O	1	1	1	1
John	PERSON	2	2	2	2
practiced	O	3	3	3	1
for	O	2	1	2	2
some	O	2	2	2	2
time	O	2	2	2	2
as	O	2	1	2	3
a	O	1	1	1	3
barrister	O	3	3	3	1
,	O	3	1	3	1
but	O	1	1	1	3
had	O	3	2	3	2
finally	O	2	2	2	1
settled	O	3	3	3	1
down	O	1	1	1	3
to	O	1	1	1	2
the	O	1	1	2	2
more	O	2	1	2	2
congenial	O	3	3	3	1
life	O	2	2	1	2
of	O	1	1	2	2
a	O	1	1	1	3
country	O	3	3	2	1
squire	O	3	3	3	1
.	O	1	1	1	1

He	O	3	3	3	1
had	O	2	2	2	2
married	O	3	3	3	1
two	O	2	2	2	2
years	O	2	2	2	1
ago	O	2	2	2	2
,	O	1	3	1	3
and	O	2	2	1	2
had	O	2	1	2	3
taken	O	3	3	3	1
his	O	2	2	1	2
wife	O	2	1	2	2
to	O	1	1	1	3
live	O	3	3	3	2
at	O	1	1	2	2
Styles	LOCATION	3	3	3	1
,	O	1	1	1	1
though	O	3	3	3	1
I	O	1	1	1	3
entertained	O	3	3	3	1
a	O	1	1	1	3
shrewd	O	3	3	3	2
suspicion	O	3	3	3	1
that	O	2	2	2	2
he	O	1	1	1	3
would	O	3	3	3	2
have	O	2	2	2	3
preferred	O	3	3	3	1
his	O	2	2	2	2
mother	O	3	2	3	1
to	O	1	1	1	2
increase	O	3	3	3	1
his	O	2	2	2	2
allowance	O	2	2	3	1
,	O	3	1	3	1
which	O	3	3	3	1
would	O	1	2	2	2
have	O	2	2	2	1
enabled	O	3	3	3	1
him	O	1	1	1	2
to	O	1	1	1	2
have	O	2	2	2	2
a	O	1	1	1	3
home	O	2	2	3	1
of	O	1	1	1	3
his	O	2	2	2	2
own	O	1	1	1	3
.	O	2	2	3	3

Mrs.	PERSON	3	1	3	1
Cavendish	PERSON	3	3	3	1
,	O	1	1	1	1
however	O	3	3	3	1
,	O	1	3	1	3
was	O	2	2	2	3
a	O	1	1	1	3
lady	O	3	3	3	1
who	O	1	1	1	3
liked	O	3	2	3	1
to	O	1	1	1	3
make	O	2	2	3	2
her	O	2	1	1	2
own	O	3	2	2	2
plans	O	3	3	2	2
,	O	1	1	1	1
and	O	1	1	1	2
expected	O	3	3	3	1
other	O	3	3	3	2
people	O	2	3	2	2
to	O	1	1	1	2
fall	O	2	1	2	2
in	O	2	1	2	3
with	O	2	2	2	2
them	O	3	3	3	1
,	O	3	1	3	1
and	O	1	1	1	3
in	O	2	2	2	3
this	O	2	2	3	2
case	O	3	2	3	2
she	O	1	1	1	3
certainly	O	3	3	3	1
had	O	1	1	1	3
the	O	3	3	2	2
whip	O	2	3	2	1
hand	O	3	2	2	3
,	O	1	1	1	1
namely	O	3	3	2	1
:	O	1	3	1	3
the	O	1	1	1	2
purse	O	3	2	3	2
strings	O	2	2	2	2
.	O	1	1	1	1

John	PERSON	3	3	3	1
noticed	O	3	3	3	1
my	O	1	1	1	3
surprise	O	2	3	3	1
at	O	2	1	2	3
the	O	2	2	3	2
news	O	2	2	2	2
of	O	2	1	2	3
his	O	1	1	1	3
mother	O	3	3	3	1
's	O	3	1	3	1
remarriage	O	3	3	3	1
and	O	1	1	1	3
smiled	O	3	2	3	1
rather	O	1	1	2	2
ruefully	O	3	3	3	1
.	O	1	1	1	1

Rotten	O	3	3	3	1
little	O	3	3	3	1
bounder	O	3	3	3	1
too	O	3	3	3	1
!	O	1	3	1	3
he	O	1	1	1	3
said	O	3	3	2	2
savagely	O	3	3	3	1
.	O	1	1	1	1

I	O	1	1	1	3
can	O	2	2	3	2
tell	O	2	3	3	1
you	O	1	1	1	3
,	O	3	1	3	1
Hastings	PERSON	3	3	3	1
,	O	1	1	1	1
it	O	3	3	3	2
's	O	1	3	1	3
making	O	3	3	3	1
life	O	2	2	2	2
jolly	O	2	3	3	1
difficult	O	3	3	3	2
for	O	2	1	2	2
us	O	2	1	1	3
.	O	1	1	1	1

As	O	2	1	2	3
for	O	3	3	3	2
Evie	PERSON	3	3	3	1
...	O	3	1	3	1
you	O	1	1	1	1
remember	O	3	3	3	1
Evie	PERSON	3	3	3	1
?	O	1	3	1	3
No	O	3	3	3	1
.	O	1	1	1	1

Oh	O	2	2	2	2
,	O	3	1	3	1
I	O	1	1	1	3
suppose	O	3	3	3	1
she	O	1	1	1	2
was	O	2	2	2	2
after	O	2	2	3	2
your	O	3	2	3	1
time	O	2	2	2	2
.	O	1	1	1	1

She	O	2	3	2	2
's	O	1	3	1	3
the	O	2	2	2	2
mater	O	3	3	3	1
's	O	1	1	1	1
factotum	O	3	3	3	1
,	O	3	1	3	1
companion	O	3	3	3	1
,	O	1	1	1	1
Jack	PERSON	3	3	3	2
of	O	3	3	3	3
all	O	2	2	2	2
trades	O	3	3	2	1
!	O	1	3	1	3
A	O	1	1	1	3
great	O	3	3	3	1
sport	O	3	3	3	1
...	O	1	1	1	1
old	O	3	1	3	1
Evie	PERSON	3	3	3	1
!	O	1	1	1	1
Not	O	2	1	2	3
precisely	O	3	3	3	1
young	O	3	3	3	1
and	O	1	2	1	2
beautiful	O	2	2	1	2
,	O	1	3	1	3
but	O	1	1	1	2
as	O	1	1	1	3
game	O	2	2	2	2
as	O	1	1	1	3
they	O	2	2	1	2
make	O	2	2	1	2
them	O	2	2	2	2
.	O	1	1	1	1

You	O	2	1	2	3
were	O	2	2	2	2
going	O	2	2	2	2
to	O	1	1	1	3
say	O	2	2	1	2
...	O	3	1	3	1
?	O	1	1	1	1
Oh	O	3	3	3	1
,	O	1	3	1	3
this	O	3	3	2	2
fellow	O	2	2	2	2
!	O	1	1	1	1
He	O	1	1	1	2
turned	O	3	3	3	1
up	O	2	2	2	2
from	O	2	2	2	2
nowhere	O	3	2	3	1
,	O	3	1	3	1
on	O	1	1	1	3
the	O	2	2	2	2
pretext	O	3	3	3	1
of	O	1	1	1	2
being	O	3	3	3	1
a	O	1	1	1	3
second	O	2	2	2	2
cousin	O	3	3	3	1
or	O	1	1	1	3
something	O	3	3	3	1
of	O	2	2	2	2
Evie	PERSON	2	2	2	2
's	O	1	1	1	1
,	O	1	3	1	3
though	O	3	3	3	2
she	O	2	2	2	2
did	O	2	2	2	1
n't	O	1	1	1	1
seem	O	2	2	2	2
particularly	O	3	3	3	1
keen	O	2	2	2	1
to	O	1	1	1	3
acknowledge	O	3	3	3	1
the	O	1	2	2	3
relationship	O	3	3	3	1
.	O	3	1	3	1

The	O	2	2	2	3
fellow	O	3	3	3	1
is	O	1	1	1	3
an	O	2	1	2	2
absolute	O	3	3	3	1
outsider	O	3	3	3	1
,	O	1	1	1	1
anyone	O	3	3	3	1
can	O	2	2	2	1
see	O	1	1	1	2
that	O	3	3	3	2
.	O	1	3	1	3

He	O	2	2	2	2
's	O	1	1	1	1
got	O	2	2	2	2
a	O	1	1	1	3
great	O	2	2	2	2
black	O	3	3	3	1
beard	O	2	2	2	2
,	O	3	1	3	1
and	O	1	1	1	3
wears	O	3	3	3	2
patent	O	3	3	3	1
leather	O	3	3	3	1
boots	O	2	2	2	2
in	O	1	1	2	2
all	O	1	1	1	2
weathers	O	3	3	3	1
!	O	1	1	1	1
But	O	2	2	1	2
the	O	2	2	2	2
mater	O	3	3	3	1
cottoned	O	3	3	3	1
to	O	2	1	2	3
him	O	2	2	2	2
at	O	2	1	2	2
once	O	2	2	2	2
,	O	1	3	1	3
took	O	2	2	2	2
him	O	3	2	2	2
on	O	2	1	2	2
as	O	2	2	2	2
secretary	O	3	3	3	1
...	O	1	1	1	1
you	O	3	1	3	1
know	O	1	1	1	3
how	O	1	1	1	3
she	O	2	2	1	2
's	O	1	1	1	1
always	O	2	2	1	2
running	O	2	2	2	2
a	O	1	1	1	3
hundred	O	2	2	2	2
societies	O	2	2	1	2
?	O	1	3	1	3
I	O	2	2	2	1
nodded	O	3	3	3	1
.	O	1	1	1	1

Well	O	2	2	3	1
,	O	3	1	3	1
of	O	1	1	1	2
course	O	2	2	2	2
the	O	2	2	2	2
war	O	2	2	3	2
has	O	2	1	2	2
turned	O	3	3	3	1
the	O	2	2	1	3
hundreds	O	3	3	3	1
into	O	3	2	3	2
thousands	O	3	3	3	1
.	O	1	1	1	1

No	O	1	2	1	2
doubt	O	3	3	3	2
the	O	1	1	1	3
fellow	O	2	3	2	2
was	O	2	2	3	2
very	O	2	2	2	2
useful	O	3	3	3	2
to	O	1	1	2	2
her	O	1	1	2	2
.	O	1	3	1	3

But	O	1	1	1	2
you	O	2	2	2	2
could	O	3	3	3	2
have	O	2	2	2	2
knocked	O	2	3	3	1
us	O	2	1	2	3
all	O	2	2	2	1
down	O	2	2	2	1
with	O	3	3	3	3
a	O	1	1	1	3
feather	O	3	3	2	2
when	O	3	3	3	2
,	O	1	1	1	1
three	O	2	2	2	3
months	O	2	2	2	2
ago	O	1	1	1	3
,	O	3	1	3	1
she	O	2	1	1	3
suddenly	O	3	3	3	1
announced	O	3	3	3	1
that	O	2	1	2	2
she	O	2	2	3	2
and	O	2	2	3	2
Alfred	PERSON	3	3	3	1
were	O	3	3	2	3
engaged	O	3	3	2	2
!	O	1	1	1	1
The	O	2	1	1	3
fellow	O	3	3	3	1
must	O	2	2	3	2
be	O	2	1	2	2
at	O	1	1	1	3
least	O	2	2	2	1
twenty	O	2	3	2	2
years	O	2	2	2	2
younger	O	3	3	3	1
than	O	1	1	1	2
she	O	3	2	3	2
is	O	2	2	2	2
!	O	1	3	1	3
``	O	1	1	1	1
It	O	3	3	3	1
's	O	3	1	3	1
simply	O	3	3	3	2
bare-faced	O	3	3	3	1
fortune	O	3	3	3	1
hunting	O	3	3	3	1
;	O	1	1	1	1
but	O	1	1	1	3
there	O	3	3	3	1
you	O	2	2	2	2
are	O	3	3	3	1
...	O	1	3	1	3
she	O	1	1	1	1
is	O	3	2	2	2
her	O	3	3	3	2
own	O	2	1	1	3
mistress	O	3	3	3	1
,	O	3	1	3	1
and	O	1	1	1	3
she	O	2	2	1	3
's	O	1	1	1	1
married	O	2	2	2	2
him	O	1	1	1	2
.	O	1	3	1	3

''	O	1	1	1	1
It	O	1	1	1	3
must	O	2	2	2	2
be	O	1	1	1	3
a	O	1	1	1	3
difficult	O	2	2	2	2
situation	O	2	2	3	1
for	O	1	1	1	3
you	O	2	2	3	1
all	O	1	1	1	3
.	O	3	1	3	1

Difficult	O	3	3	3	1
!	O	1	1	1	1
It	O	2	2	1	2
's	O	1	3	1	3
damnable	O	3	3	3	1
!	O	1	1	1	1
Thus	O	3	2	3	1
it	O	2	2	2	2
came	O	3	2	3	1
about	O	3	3	3	1
that	O	2	2	2	1
,	O	3	1	3	1
three	O	3	3	3	1
days	O	2	1	2	2
later	O	2	2	3	1
,	O	1	1	1	1
I	O	2	1	2	2
descended	O	3	3	3	1
from	O	2	2	3	2
the	O	2	2	2	2
train	O	3	3	3	2
at	O	1	1	1	3
Styles	LOCATION	3	3	3	1
St.	LOCATION	1	1	2	3
Mary	LOCATION	3	3	3	1
,	O	1	3	1	3
an	O	2	1	2	3
absurd	O	3	3	2	2
little	O	3	3	3	1
station	O	3	3	3	1
,	O	1	1	1	1
with	O	3	3	3	1
no	O	1	1	1	2
apparent	O	3	3	3	1
reason	O	2	3	2	2
for	O	1	1	2	2
existence	O	3	3	3	1
,	O	3	1	3	1
perched	O	3	3	3	1
up	O	1	1	1	3
in	O	1	1	1	3
the	O	1	1	2	2
midst	O	3	3	3	1
of	O	1	1	1	2
green	O	3	3	3	1
fields	O	3	3	3	1
and	O	1	1	1	2
country	O	3	3	3	2
lanes	O	2	3	2	1
.	O	1	1	1	1

John	PERSON	3	3	3	2
Cavendish	PERSON	3	3	2	2
was	O	1	1	1	3
waiting	O	3	3	3	1
on	O	1	1	1	3
the	O	2	2	1	2
platform	O	3	3	3	1
,	O	1	3	1	3
and	O	1	1	1	2
piloted	O	3	3	3	1
me	O	2	2	2	2
out	O	2	3	2	1
to	O	1	1	1	3
the	O	2	2	2	3
car	O	2	3	2	2
.	O	1	1	1	1

Got	O	2	3	2	2
a	O	1	1	2	3
drop	O	3	3	3	1
or	O	1	1	1	3
two	O	2	3	2	2
of	O	2	2	2	3
petrol	O	3	3	3	1
still	O	3	3	3	1
,	O	3	1	3	1
you	O	2	2	2	2
see	O	3	3	3	1
,	O	1	1	1	1
he	O	1	1	1	2
remarked	O	3	3	3	1
.	O	1	3	1	3

Mainly	O	3	3	3	1
owing	O	2	2	2	2
to	O	1	1	1	3
the	O	1	2	1	2
mater	O	2	2	2	2
's	O	1	1	1	1
activities	O	3	3	2	2
.	O	3	1	3	1

The	O	3	3	3	1
village	O	3	3	3	2
of	O	1	1	1	3
Styles	LOCATION	3	3	3	1
St.	LOCATION	1	1	1	2
Mary	LOCATION	2	2	3	2
was	O	2	2	2	2
situated	O	3	3	3	1
about	O	2	2	3	2
two	O	1	1	1	2
miles	O	3	2	3	1
from	O	1	1	1	3
the	O	3	2	2	2
little	O	2	2	2	2
station	O	3	3	3	1
,	O	1	1	1	1
and	O	2	2	1	2
Styles	LOCATION	3	3	3	1
Court	LOCATION	2	3	3	1
lay	O	2	2	3	2
a	O	1	1	1	3
mile	O	3	3	3	2
the	O	1	1	2	2
other	O	2	2	2	2
side	O	3	2	3	1
of	O	1	1	1	3
it	O	1	1	1	2
.	O	1	3	1	3

It	O	1	1	1	3
was	O	3	3	2	2
a	O	2	2	2	2
still	O	3	3	3	1
,	O	1	1	1	1
warm	O	3	3	3	1
day	O	3	3	3	2
in	O	2	2	2	3
early	O	3	3	2	2
July	O	2	2	2	2
.	O	3	1	3	1

As	O	2	1	2	3
one	O	3	3	3	2
looked	O	3	3	3	1
out	O	1	1	2	3
over	O	2	2	3	2
the	O	1	1	1	3
flat	O	2	2	2	2
Essex	LOCATION	3	2	3	2
country	O	3	3	3	1
,	O	1	1	1	1
lying	O	2	2	2	2
so	O	2	2	3	2
green	O	2	2	2	2
and	O	1	1	1	3
peaceful	O	3	3	3	2
under	O	3	2	3	2
the	O	1	1	1	3
afternoon	O	3	3	3	1
sun	O	2	2	2	2
,	O	1	3	1	3
it	O	1	1	1	3
seemed	O	3	2	3	1
almost	O	2	2	2	1
impossible	O	3	3	3	1
to	O	1	1	1	3
believe	O	3	3	3	1
that	O	3	3	3	2
,	O	1	1	1	1
not	O	2	2	2	2
so	O	2	2	2	2
very	O	2	2	2	2
far	O	1	1	1	3
away	O	2	1	2	2
,	O	3	1	3	1
a	O	1	1	1	3
